韻,小韻,切韻,王韻,廣韻,切韻校,上字擬音,下字擬音,小韻擬音
庚,行,戶庚,戶庚,戶庚,戶庚,ʁɔ́,qʴāŋ,ʁʴāŋ
庚,鬤,乃庚,乃庚,乃庚,乃庚,nʌ́i,qʴāŋ,nʴāŋ
耕,耕,古莖,古莖,古莖,古莖,qɔ́,ʁʴɛ̄ŋ,qʴɛ̄ŋ
耕,鏗,口莖,口莖,口莖,口莖,qʰɔú,ʁʴɛ̄ŋ,qʰʴɛ̄ŋ
耕,甍,莫耕,莫耕,莫耕,莫耕,mɑ̇q,qʴɛ̄ŋ,mʴɛ̄ŋ
耕,宏,戶氓,戶萌,戶萌,戶甍,ʁɔ́,mʴɛ̄ŋ,ʁʷʴɛ̄ŋ
耕,莖,戶耕,戶耕,戶耕,戶耕,ʁɔ́,qʴɛ̄ŋ,ʁʴɛ̄ŋ
耕,朾,中莖,中莖,中莖,中莖,tʴūɴ,ʁʴɛ̄ŋ,tʴɛ̄ŋ
耕,甖,烏莖,烏莖,烏莖,烏莖,ʔɔ̄,ʁʴɛ̄ŋ,ʔʴɛ̄ŋ
耕,崢,士耕,仕耕,士耕,士耕,ꭦɯ́,qʴɛ̄ŋ,ꭦɛ̄ŋ
耕,琤,楚莖,楚莖,楚耕,楚莖,ꭧʰɯʌ́,ʁʴɛ̄ŋ,ꭧʰɛ̄ŋ
耕,儜,女耕,女耕,女耕,女耕,nʴɯʌ́,qʴɛ̄ŋ,nʴɛ̄ŋ
耕,怦,普耕,普耕,普耕,普耕,pʰɔ́,qʴɛ̄ŋ,pʰʴɛ̄ŋ
耕,轟,呼宏,呼宏,呼宏,呼宏,xɔ̄,ʁʷʴɛ̄ŋ,xʷʴɛ̄ŋ
耕,繃,甫萌,甫萌,北萌,甫甍,puɔ́,mʴɛ̄ŋ,pʴɛ̄ŋ
耕,橙,直耕,直耕,宅耕,直耕,dʴɯ̇k,qʴɛ̄ŋ,dʴɛ̄ŋ
耕,泓,烏宏,烏宏,烏宏,烏宏,ʔɔ̄,ʁʷʴɛ̄ŋ,ʔʷʴɛ̄ŋ
耕,輣,扶萌,扶萌,薄萌,扶甍,buɔ̄,mʴɛ̄ŋ,bʴɛ̄ŋ
耕,娙,五莖,五莖,五莖,五莖,ɴɔ́,ʁʴɛ̄ŋ,ɴʴɛ̄ŋ
耕,爭,側莖,側莖,側莖,稄莖,ꭧɯ̇k,ʁʴɛ̄ŋ,ꭧɛ̄ŋ
淸,淸,七精,七精,七情,七精,ʦʰi̇t,ʦiāŋ,ʦʰiāŋ
淸,情,疾盈,疾盈,疾盈,疾盈,ʣi̇t,ʝiāŋ,ʣiāŋ
淸,精,子情,子情,子盈,子情,ʦɯ́,ʣiāŋ,ʦiāŋ
淸,盈,以成,以成,以成,以成,ʝɯ́,ɟiāŋ,ʝiāŋ
淸,營,余傾,余傾,余傾,余傾,ʝɯʌ̄,kʰyāŋ,ɦyāŋ
淸,嬰,於盈,於盈,於盈,於盈,ʔɯʌ̄,ʝiāŋ,ʔiāŋ
淸,貞,陟盈,陟盈,陟盈,陟盈,tʴɯ̇k,ʝiāŋ,tʴiāŋ
淸,檉,……,勑貞,丑貞,勑貞,tʰʴɯ̇k,tʴiāŋ,tʰʴiāŋ
淸,成,……,市征,是征,市征,ɟɯ́,ciāŋ,ɟiāŋ
淸,呈,……,直貞,直貞,直貞,dʴɯ̇k,tʴiāŋ,dʴiāŋ
淸,聲,……,書盈,書盈,書盈,çɯʌ̄,ʝiāŋ,çiāŋ
淸,征,……,諸盈,諸盈,諸盈,cɯʌ̄,ʝiāŋ,ciāŋ
淸,輕,……,去盈,去盈,去盈,kʰɯʌ́,ʝiāŋ,kʰiāŋ
淸,名,……,武并,武并,武并,muɔ́,pyāŋ,myāŋ
淸,跉,……,呂貞,呂貞,呂貞,lʴɯʌ́,tʴiāŋ,lʴiāŋ
淸,并,……,補盈,府盈,補盈,pɔ́,ʝiāŋ,pyāŋ
淸,傾,…榮,去營,去營,去營,kʰɯʌ́,ʝyāŋ,kʰyāŋ
淸,餳,……,徐盈,徐盈,徐盈,zɯʌ̄,ʝiāŋ,ziāŋ
淸,縈,……,於營,於營,於營,ʔɯʌ̄,ʝyāŋ,ʔyāŋ
淸,瓊,……,渠營,渠營,渠營,gɯʌ̄,ʝyāŋ,gyāŋ
淸,騂,……,息營,息營,息營,sɯ̇k,ʝyāŋ,syāŋ
淸,頸,巨成,巨成,巨成,巨成,gɯʌ́,ɟiāŋ,giāŋ
靑,靑,倉經,倉經,倉經,倉經,ʦʰɑ̄ɴ,qɛ̄ŋ,ʦʰɛ̄ŋ
靑,經,古靈,古靈,古靈,古靈,qɔ́,lɛ̄ŋ,qɛ̄ŋ
靑,形,戶經,戶經,戶經,戶經,ʁɔ́,qɛ̄ŋ,ʁɛ̄ŋ
靑,庭,特丁,特丁,特丁,特丁,dʌ̇k,tɛ̄ŋ,dɛ̄ŋ
靑,丁,當經,當經,當經,當經,tɑ̄ɴ,qɛ̄ŋ,tɛ̄ŋ
靑,馨,呼刑,呼形,呼刑,呼形,xɔ̄,ʁɛ̄ŋ,xɛ̄ŋ
靑,星,桒經,桑經,桑經,桑經,sɑ̄ɴ,qɛ̄ŋ,sɛ̄ŋ
靑,竮,普丁,普丁,普丁,普丁,pʰɔ́,tɛ̄ŋ,pʰɛ̄ŋ
靑,靈,郎丁,郎丁,郎丁,郎丁,lɑ̄ɴ,tɛ̄ŋ,lɛ̄ŋ
靑,寧,奴丁,奴丁,奴丁,奴丁,nɔ̄,tɛ̄ŋ,nɛ̄ŋ
靑,汀,…丁,他丁,他丁,他丁,tʰɑ̄,tɛ̄ŋ,tʰɛ̄ŋ
靑,鯖,於刑,於形,倉經,於形,ʔɯʌ̄,ʁɛ̄ŋ,ʔɛ̄ŋ
靑,冥,莫經,莫經,莫經,莫經,mɑ̇q,qɛ̄ŋ,mɛ̄ŋ
靑,瓶,薄經,薄經,薄經,泊經,bɑ̇q,qɛ̄ŋ,bɛ̄ŋ
靑,熒,胡丁,胡丁,戶扃,胡丁,ʁɔ̄,tɛ̄ŋ,ʁʷɛ̄ŋ
靑,扃,古螢,古螢,古螢,古熒,qɔ́,ʁʷɛ̄ŋ,qʷɛ̄ŋ
尤,尤,雨求,羽求,羽求,羽裘,ɦuɔ́,gū,ɦū
尤,憂,於求,於求,於求,於裘,ʔɯʌ̄,gū,ʔū
尤,劉,力求,力求,力求,力裘,lʴɯ̇k,gū,lʴū
尤,秋,七遊,七遊,七由,七猷,ʦʰi̇t,ʝū,ʦʰū
尤,猷,以周,以周,以周,以周,ʝɯ́,cū,ʝū
尤,牛,語求,語求,語求,語裘,ŋɯʌ́,gū,ŋū
尤,遒,即由,即由,即由,即猷,ʦɯ̇k,ʝū,ʦū
尤,酋,字秋,字秋,自秋,字秋,ʣɯ̀,ʦʰū,ʣū
尤,脩,息流,息流,息流,息劉,sɯ̇k,lʴū,sū
尤,抽,勑鳩,勑鳩,丑鳩,勑鳩,tʰʴɯ̇k,kū,tʰʴū
尤,犫,赤周,赤周,赤周,尺周,cʰiȧk,cū,cʰū
尤,周,職鳩,職鳩,職流,職鳩,cɯ̇k,kū,cū
尤,讎,市流,市流,市流,市劉,ɟɯ́,lʴū,ɟū
尤,柔,耳由,耳由,耳由,耳猷,ɲɯ́,ʝū,ɲū
尤,收,式周,式州,式州,識周,çɯ̇k,cū,çū
尤,丘,去求,去求,去鳩,去裘,kʰɯʌ́,gū,kʰū
尤,䬌,疋尤,匹尤,匹尤,疋尤,pʰʴi̇t,ɦū,pʰū
尤,鳩,居求,居求,居求,居求,kɯʌ̄,gū,kū
尤,不,甫鳩,甫鳩,甫鳩,甫鳩,puɔ́,kū,pū
尤,𢯱,所鳩,所鳩,所鳩,所鳩,ʂɯʌ́,kū,ʂū
尤,搊,楚尤,楚尤,楚鳩,楚尤,ꭧʰɯʌ́,ɦū,ꭧʰū
尤,鄒,側鳩,側鳩,側鳩,稄鳩,ꭧɯ̇k,kū,ꭧū
尤,愁,士求,士求,士尤,士裘,ꭦɯ́,gū,ꭦū
尤,休,許尤,許尤,許尤,許尤,xɯʌ́,ɦū,xū
尤,惆,去愁,去愁,去秋,去愁,kʰɯʌ́,ꭦū,kʰʴū
尤,囚,似由,似由,似由,似猷,zɯ́,ʝū,zū
尤,儔,直由,直由,直由,直猷,dʴɯ̇k,ʝū,dʴū
尤,輈,……,張流,張流,張劉,tʴɯɑ̄ɴ,lʴū,tʴū
尤,裘,巨鳩,巨鳩,巨鳩,巨鳩,gɯʌ́,kū,gū
尤,浮,薄謀,縛謀,縛謀,泊謀,bɑ̇q,mɔū,bū
尤,謀,莫侯,莫浮,莫浮,莫侯,mɑ̇q,ʁɔū,mɔū
尤,𦫶,居由,居由,居由,居由,kɯʌ̄,ʝū,kīu
侯,侯,胡溝,胡溝,戶鉤,胡鉤,ʁɔ̄,qɔū,ʁɔū
侯,謳,烏侯,烏侯,烏侯,烏侯,ʔɔ̄,ʁɔū,ʔɔū
侯,羺,女溝,奴溝,奴鉤,女鉤,nʴɯʌ́,qɔū,nɔū
侯,樓,落侯,落侯,落侯,落侯,lɑ̇q,ʁɔū,lɔū
侯,涑,速侯,束侯,速侯,速侯,sɔu̇q,ʁɔū,sɔū
侯,彄,恪侯,恪侯,恪侯,恪侯,qʰɑ̇q,ʁɔū,qʰɔū
侯,齁,呼侯,呼侯,呼侯,呼侯,xɔ̄,ʁɔū,xɔū
侯,𣠏,子侯,子侯,子侯,子侯,ʦɯ́,ʁɔū,ʦɔū
侯,偷,託侯,託侯,託侯,託侯,tʰɑ̇q,ʁɔū,tʰɔū
侯,頭,度侯,度侯,度侯,鐸侯,dɑ̇q,ʁɔū,dɔū
侯,齵,五侯,五侯,五婁,五侯,ɴɔ́,ʁɔū,ɴɔū
侯,鉤,古侯,古侯,古侯,古侯,qɔ́,ʁɔū,qɔū
侯,兜,當侯,當侯,當侯,當侯,tɑ̄ɴ,ʁɔū,tɔū
侯,㔌,俎鉤,徂鉤,鉏鉤,阻鉤,ꭧɯʌ́,qɔū,ʣɔū
侯,裒,／,蒲溝,薄侯,匍鉤,bɔ̄,qɔū,bɔū
幽,幽,於虬,於虬,於虯,於虬,ʔɯʌ̄,gʴīu,ʔīu
幽,虬,渠幽,渠幽,渠幽,渠幽,gɯʌ̄,ʔīu,gʴīu
幽,彪,甫休,甫休,甫烋,甫休,puɔ́,xū,pʴīu
幽,樛,居虬,居虯,居虯,居虬,kɯʌ̄,gʴīu,kʴīu
幽,鏐,力幽,力幽,力幽,力幽,lʴɯ̇k,ʔīu,lʴīu
幽,淲,扶彪,扶彪,皮彪,扶彪,buɔ̄,pʴīu,bʴīu
幽,稵,子幽,子幽,子幽,子幽,ʦɯ́,ʔīu,ʦīu
幽,犙,山幽,山幽,山幽,山幽,ʂɛ̄n,ʔīu,ʂīu
幽,聱,語虬,語虯,語虯,語虬,ŋɯʌ́,gʴīu,ŋʴīu
幽,飍,香幽,香幽,香幽,香幽,xɯɑ̄ɴ,ʔīu,xīu
幽,飍,風幽,風幽,風幽,風幽,pūɴ,ʔīu,pīu
幽,烋,許彪,許彪,香幽,許彪,xɯʌ́,pʴīu,xʴīu
幽,繆,武彪,武彪,武彪,武彪,muɔ́,pʴīu,mʴīu
侵,侵,七林,七林,七林,七林,ʦʰi̇t,lʴīm,ʦʰīm
侵,尋,徐林,徐林,徐林,徐林,zɯʌ̄,lʴīm,zīm
侵,林,力尋,力尋,力尋,力尋,lʴɯ̇k,zīm,lʴīm
侵,琛,丑林,丑林,丑林,丑林,tʰʴú,lʴīm,tʰʴīm
侵,斟,職深,職深,職深,職深,cɯ̇k,çīm,cīm
侵,沉,除深,除深,直深,除深,dʴɯʌ̄,çīm,dʴīm
侵,碪,知林,知林,知林,知林,tʴiɛ̄,lʴīm,tʴīm
侵,諶,氏林,氏林,氏任,是林,ɟiɛ́,lʴīm,ɟīm
侵,任,如林,如林,如林,如林,ɲɯʌ̄,lʴīm,ɲīm
侵,深,式針,式針,式針,識斟,çɯ̇k,cīm,çīm
侵,淫,餘針,餘針,餘針,余斟,ʝɯʌ̄,cīm,ʝīm
侵,心,息林,息林,息林,息林,sɯ̇k,lʴīm,sīm
侵,愔,於淫,於淫,挹淫,於淫,ʔɯʌ̄,ʝīm,ʔīm
侵,祲,姉心,姉心,子心,姉心,ʦí,sīm,ʦīm
侵,𩷒,昨淫,昨淫,昨淫,昨淫,ʣɑ̇q,ʝīm,ʣīm
侵,䛘,女心,女心,女心,女心,nʴɯʌ́,sīm,nʴīm
侵,琴,渠金,渠金,巨金,渠金,gɯʌ̄,kʴīm,gʴīm
侵,欽,去音,去音,去金,去音,kʰɯʌ́,ʔʴīm,kʰʴīm
侵,吟,魚今,魚音,魚金,魚金,ŋɯʌ̄,kʴīm,ŋʴīm
侵,歆,許今,許金,許金,許金,xɯʌ́,kʴīm,xʴīm
侵,金,居音,居音,居吟,居音,kɯʌ̄,ʔʴīm,kʴīm
侵,音,於吟,於吟,於金,於吟,ʔɯʌ̄,ŋʴīm,ʔʴīm
侵,森,所金,所今,所今,所金,ʂɯʌ́,kʴīm,ʂīm
侵,岑,鋤簪,鋤金,鋤針,鋤簪,ꭦɯʌ̄,ꭧīm,ꭦīm
侵,簪,側岑,側岑,側吟,稄岑,ꭧɯ̇k,ꭦīm,ꭧīm
侵,嵾,楚岑,楚今,楚簪,楚岑,ꭧʰɯʌ́,ꭦīm,ꭧʰīm
侵,𧡪,／,充針,充針,充斟,cʰūɴ,cīm,cʰīm
鹽,鹽,余廉,余廉,余廉,余廉,ʝɯʌ̄,lʴiɛ̄m,ʝiɛ̄m
鹽,廉,力鹽,力鹽,力鹽,力鹽,lʴɯ̇k,ʝiɛ̄m,lʴiɛ̄m
鹽,砭,府廉,府廉,府廉,甫廉,puɔ́,lʴiɛ̄m,pʴiɛ̄m
鹽,籤,七廉,七廉,七廉,七廉,ʦʰi̇t,lʴiɛ̄m,ʦʰiɛ̄m
鹽,詹,職廉,職廉,職廉,職廉,cɯ̇k,lʴiɛ̄m,ciɛ̄m
鹽,銛,息廉,息廉,息廉,息廉,sɯ̇k,lʴiɛ̄m,siɛ̄m
鹽,棎,視詹,視詹,視占,視詹,ɟí,ciɛ̄m,ɟiɛ̄m
鹽,苫,失廉,失廉,失廉,失廉,çi̇t,lʴiɛ̄m,çiɛ̄m
鹽,䪜,處詹,處詹,處占,處詹,cʰɯʌ́,ciɛ̄m,cʰiɛ̄m
鹽,髯,汝鹽,汝鹽,汝鹽,汝鹽,ɲɯʌ́,ʝiɛ̄m,ɲiɛ̄m
鹽,黏,女廉,女廉,女廉,女廉,nʴɯʌ́,lʴiɛ̄m,nʴiɛ̄m
鹽,炎,于廉,于廉,于廉,于廉,ɦuɔ̄,lʴiɛ̄m,ɦʴiɛ̄m
鹽,霑,張廉,張廉,張廉,張廉,tʴɯɑ̄ɴ,lʴiɛ̄m,tʴiɛ̄m
鹽,覘,丑廉,丑廉,丑廉,丑廉,tʰʴú,lʴiɛ̄m,tʰʴiɛ̄m
鹽,淹,英廉,英廉,央炎,霙廉,ʔʴiāŋ,lʴiɛ̄m,ʔʴiɛ̄m
鹽,𢜩,丘廉,丘廉,丘廉,丘廉,kʰū,lʴiɛ̄m,kʰʴiɛ̄m
鹽,𪙊,語廉,語廉,語廉,語廉,ŋɯʌ́,lʴiɛ̄m,ŋʴiɛ̄m
鹽,尖,子廉,子廉,子廉,子廉,ʦɯ́,lʴiɛ̄m,ʦiɛ̄m
鹽,潛,作鹽,昨鹽,昨鹽,作鹽,ʦɑ̇q,ʝiɛ̄m,ʣiɛ̄m
鹽,箝,巨淹,巨淹,巨淹,巨淹,gɯʌ́,ʔʴiɛ̄m,gʴiɛ̄m
鹽,懕,於鹽,於鹽,一鹽,於鹽,ʔɯʌ̄,ʝiɛ̄m,ʔiɛ̄m
鹽,燖,徐廉,徐廉,徐鹽,徐廉,zɯʌ̄,lʴiɛ̄m,ziɛ̄m
添,添,他廉,他兼,他兼,他廉,tʰɑ̄,lʴiɛ̄m,tʰɛ̄m
添,𩬑,丁廉,丁廉,丁兼,丁廉,tɛ̄ŋ,lʴiɛ̄m,tɛ̄m
添,甜,徒廉,徒兼,徒兼,徒廉,dɔ̄,lʴiɛ̄m,dɛ̄m
添,鬑,勒廉,勒兼,勒兼,勒廉,lʌ̇k,lʴiɛ̄m,lɛ̄m
添,兼,古恬,古甜,古甜,古甜,qɔ́,dɛ̄m,qɛ̄m
添,嫌,戶兼,戶兼,戶兼,戶兼,ʁɔ́,qɛ̄m,ʁɛ̄m
添,鮎,奴兼,奴兼,奴兼,奴兼,nɔ̄,qɛ̄m,nɛ̄m
添,馦,許兼,許兼,許兼,許兼,xɯʌ́,qɛ̄m,xɛ̄m
添,謙,苦兼,苦兼,苦兼,苦兼,qʰɔ́,qɛ̄m,qʰɛ̄m
蒸,蒸,語膺*,諸膺,煮仍,諸膺,cɯʌ̄,ʔɯ̄ŋ,cɯ̄ŋ
蒸,承,署陵,署陵,署陵,署陵,ɟɯʌ̀,lʴɯ̄ŋ,ɟɯ̄ŋ
蒸,澄,直陵,直陵,直陵,直陵,dʴɯ̇k,lʴɯ̄ŋ,dʴɯ̄ŋ
蒸,陵,力膺,六膺,力膺,力膺,lʴɯ̇k,ʔɯ̄ŋ,lʴɯ̄ŋ
蒸,膺,於陵,於陵,於陵,於陵,ʔɯʌ̄,lʴɯ̄ŋ,ʔɯ̄ŋ
蒸,憑,扶氷,扶冰,扶冰,扶氷,buɔ̄,pʴɯ̄ŋ,bʴɯ̄ŋ
蒸,氷,筆陵,筆陵,筆陵,筆陵,pʴi̇t,lʴɯ̄ŋ,pʴɯ̄ŋ
蒸,蠅,余陵,余陵,余陵,余陵,ʝɯʌ̄,lʴɯ̄ŋ,ʝɯ̄ŋ
蒸,繩,食陵,食陵,食陵,食陵,ɮɯ̇k,lʴɯ̄ŋ,ɮɯ̄ŋ
蒸,升,識丞,識承,識蒸,識承,çɯ̇k,ɟɯ̄ŋ,çɯ̄ŋ
蒸,仍,如丞,如承,如乘,如承,ɲɯʌ̄,ɟɯ̄ŋ,ɲɯ̄ŋ
蒸,兢,居陵,居陵,居陵,居陵,kɯʌ̄,lʴɯ̄ŋ,kɯ̄ŋ
蒸,徵,陟陵,陟陵,陟陵,陟陵,tʴɯ̇k,lʴɯ̄ŋ,tʴɯ̄ŋ
蒸,繒,疾陵,疾陵,疾陵,疾陵,ʣi̇t,lʴɯ̄ŋ,ʣɯ̄ŋ
蒸,凝,魚陵,魚陵,魚陵,魚陵,ŋɯʌ̄,lʴɯ̄ŋ,ŋɯ̄ŋ
蒸,興,虚陵,虚陵,虚陵,虚陵,xɯʌ̄,lʴɯ̄ŋ,xɯ̄ŋ
蒸,稱,處陵,處陵,處陵,處陵,cʰɯʌ́,lʴɯ̄ŋ,cʰɯ̄ŋ
蒸,殑,其矝,其矜,其矜,其兢,gɯ̄,kɯ̄ŋ,gɯ̄ŋ
蒸,㱡,山矜,山矜,山矜,山兢,ʂɛ̄n,kɯ̄ŋ,ʂɯ̄ŋ
蒸,僜,丑升,丑升,丑升,丑升,tʰʴú,çɯ̄ŋ,tʰʴɯ̄ŋ
蒸,硱,／,綺兢,綺兢,綺兢,kʰʴiɛ́,kɯ̄ŋ,kʰɯ̄ŋ
登,登,都縢,都滕,都滕,都滕,tɔ̄,dʌ̄ŋ,tʌ̄ŋ
登,楞,盧登,慮登,魯登,盧登,lɔ̄,tʌ̄ŋ,lʌ̄ŋ
登,僧,蘇曾,蘇曾,蘇增,蘇增,sɔ̄,ʦʌ̄ŋ,sʌ̄ŋ
登,崩,北縢,北騰,北滕,北滕,pʌ̇k,dʌ̄ŋ,pʌ̄ŋ
登,增,作縢,昨縢,作滕,作滕,ʦɑ̇q,dʌ̄ŋ,ʦʌ̄ŋ
登,瞢,武登,武登,武登,武登,muɔ́,tʌ̄ŋ,mʌ̄ŋ
登,層,昨稜,昨稜,昨棱,昨楞,ʣɑ̇q,lʌ̄ŋ,ʣʌ̄ŋ
登,朋,步崩,步崩,步崩,捕崩,bɔ̀,pʌ̄ŋ,bʌ̄ŋ
登,弘,胡肱,胡肱,胡肱,胡肱,ʁɔ̄,qʷʌ̄ŋ,ʁʷʌ̄ŋ
登,肱,古弘,古弘,古弘,古弘,qɔ́,ʁʷʌ̄ŋ,qʷʌ̄ŋ
登,薨,呼弘,呼弘,呼肱,呼弘,xɔ̄,ʁʷʌ̄ŋ,xʷʌ̄ŋ
登,能,奴登,奴登,奴登,奴登,nɔ̄,tʌ̄ŋ,nʌ̄ŋ
登,滕,徒登,徒登,徒登,徒登,dɔ̄,tʌ̄ŋ,dʌ̄ŋ
登,恒,胡登,胡登,胡登,胡登,ʁɔ̄,tʌ̄ŋ,ʁʌ̄ŋ
登,揯,古恒,古恒,古恒,古恒,qɔ́,ʁʌ̄ŋ,qʌ̄ŋ
登,鼟,／,他登,他登,他登,tʰɑ̄,tʌ̄ŋ,tʰʌ̄ŋ
咸,咸,胡讒,胡讒,胡讒,胡讒,ʁɔ̄,ꭦɛ̄m,ʁʴɛ̄m
咸,緘,古咸,古咸,古咸,古咸,qɔ́,ʁʴɛ̄m,qʴɛ̄m
咸,攕,所咸,所咸,所咸,所咸,ʂɯʌ́,ʁʴɛ̄m,ʂɛ̄m
咸,𤟟,乙咸,乙咸,乙咸,乙咸,ʔʴi̇t,ʁʴɛ̄m,ʔʴɛ̄m
咸,喦,五咸,五咸,五咸,五咸,ɴɔ́,ʁʴɛ̄m,ɴʴɛ̄m
咸,㰹,許咸,許咸,許咸,許咸,xɯʌ́,ʁʴɛ̄m,xʴɛ̄m
咸,詀,竹咸,竹咸,竹咸,竹咸,tʴu̇q,ʁʴɛ̄m,tʴɛ̄m
咸,諵,女咸,女咸,女咸,女咸,nʴɯʌ́,ʁʴɛ̄m,nʴɛ̄m
咸,讒,士咸,士咸,士咸,士咸,ꭦɯ́,ʁʴɛ̄m,ꭦɛ̄m
咸,鵮,苦咸,苦咸,苦咸,苦咸,qʰɔ́,ʁʴɛ̄m,qʰʴɛ̄m
銜,銜,戶監,戶監,戶監,戶監,ʁɔ́,qʴām,ʁʴām
銜,巉,鋤銜,鋤銜,鋤銜,鋤銜,ꭦɯʌ̄,ʁʴām,ꭦām
銜,巖,五銜,五銜,五銜,五銜,ɴɔ́,ʁʴām,ɴʴām
銜,攙,楚銜,楚銜,楚銜,楚銜,ꭧʰɯʌ́,ʁʴām,ꭧʰām
銜,衫,所銜,所銜,所銜,所銜,ʂɯʌ́,ʁʴām,ʂām
銜,監,古銜,古銜,古銜,古銜,qɔ́,ʁʴām,qʴām
嚴,嚴,語𩏩,語𩏩,語𩏩,語𩏩,ŋɯʌ́,xɯʌ̄m,ŋɯʌ̄m
嚴,𩏩,虚嚴,虚嚴,虚嚴,虚嚴,xɯʌ̄,ŋɯʌ̄m,xɯʌ̄m
嚴,醃,於嚴,於嚴,於嚴,於嚴,ʔɯʌ̄,ŋɯʌ̄m,ʔɯʌ̄m
嚴,㪁,丘嚴,丘嚴,丘嚴,丘嚴,kʰū,ŋɯʌ̄m,kʰɯʌ̄m
凡,凡,苻䒦,符䒦,符䒦,扶䒦,buɔ̄,pʰuɔ̄m,buɔ̄m
凡,䒦,疋凡,匹凡,匹凡,疋凡,pʰʴi̇t,buɔ̄m,pʰuɔ̄m
董,董,多動,多動,多動,多動,tɑ̄,dɔúɴ,tɔúɴ
董,蠓,莫孔,莫孔,莫孔,莫孔,mɑ̇q,qʰɔúɴ,mɔúɴ
董,孔,康董,康董,康董,康董,qʰɑ̄ɴ,tɔúɴ,qʰɔúɴ
董,㪌,先揔,先揔,先孔,先揔,sɛ̄n,ʦɔúɴ,sɔúɴ
董,侗,他孔,他孔,他孔,他孔,tʰɑ̄,qʰɔúɴ,tʰɔúɴ
董,揔,作孔,作孔,作孔,作孔,ʦɑ̇q,qʰɔúɴ,ʦɔúɴ
董,澒,胡孔,胡孔,胡孔,胡孔,ʁɔ̄,qʰɔúɴ,ʁɔúɴ
董,蓊,阿孔,阿孔,烏孔,阿孔,ʔɑ̄,qʰɔúɴ,ʔɔúɴ
董,琫,方孔,方孔,邊孔,方孔,puɑ̄ɴ,qʰɔúɴ,pɔúɴ
董,曨,力董,力董,力董,力董,lʴɯ̇k,tɔúɴ,lɔúɴ
董,動,徒揔,徒捴,徒揔,徒揔,dɔ̄,ʦɔúɴ,dɔúɴ
董,𨑊,奴動,奴動,奴動,奴動,nɔ̄,dɔúɴ,nɔúɴ
董,唪,／,蒲蠓,蒲蠓,匍蠓,bɔ̄,mɔúɴ,bɔúɴ
腫,腫,之隴,之隴,之隴,之隴,cɯ̄,lʴuɔ́ɴ,cuɔ́ɴ
腫,寵,丑隴,丑隴,丑隴,丑隴,tʰʴú,lʴuɔ́ɴ,tʰʴuɔ́ɴ
腫,隴,力奉,力奉,力踵,力奉,lʴɯ̇k,buɔ́ɴ,lʴuɔ́ɴ
腫,擁,於隴,於隴,於隴,於隴,ʔɯʌ̄,lʴuɔ́ɴ,ʔuɔ́ɴ
腫,宂,而隴,而隴,而隴,而隴,ɲɯ̄,lʴuɔ́ɴ,ɲuɔ́ɴ
腫,重,直隴,直隴,直隴,直隴,dʴɯ̇k,lʴuɔ́ɴ,dʴuɔ́ɴ
腫,冢,知隴,知壠,知隴,知隴,tʴiɛ̄,lʴuɔ́ɴ,tʴuɔ́ɴ
腫,奉,扶隴,扶隴,扶隴,扶隴,buɔ̄,lʴuɔ́ɴ,buɔ́ɴ
腫,捧,敷隴,敷隴,敷奉,敷隴,pʰuɔ̄,lʴuɔ́ɴ,pʰuɔ́ɴ
腫,勇,餘隴,餘隴,余隴,余隴,ʝɯʌ̄,lʴuɔ́ɴ,ʝuɔ́ɴ
腫,恐,墟隴,墟隴,丘隴,墟隴,kʰɯʌ̄,lʴuɔ́ɴ,kʰuɔ́ɴ
腫,尰,時宂,時冗,時宂,時宂,ɟɯ̄,ɲuɔ́ɴ,ɟuɔ́ɴ
腫,拱,居悚,居悚,居悚,居悚,kɯʌ̄,suɔ́ɴ,kuɔ́ɴ
腫,悚,息拱,息拱,息拱,息拱,sɯ̇k,kuɔ́ɴ,suɔ́ɴ
腫,洶,許拱,許拱,許拱,許拱,xɯʌ́,kuɔ́ɴ,xuɔ́ɴ
腫,覂,／,方奉,方勇,方奉,puɑ̄ɴ,buɔ́ɴ,puɔ́ɴ
腫,𨿿,／,充隴,充隴,充隴,cʰūɴ,lʴuɔ́ɴ,cʰuɔ́ɴ
腫,褷,／,子冢,子冢,子冢,ʦɯ́,tʴuɔ́ɴ,ʦuɔ́ɴ
腫,𢃓,／,且勇,職勇,且勇,ʦʰiá,ʝuɔ́ɴ,ʦʰuɔ́ɴ
腫,𣑦,／,渠隴,渠隴,渠隴,gɯʌ̄,lʴuɔ́ɴ,guɔ́ɴ
講,講,古項,古項,古項,古項,qɔ́,ʁʴɔ́ɴ,qʴɔ́ɴ
講,㭋,步項,步項,步項,捕項,bɔ̀,ʁʴɔ́ɴ,bʴɔ́ɴ
講,慃,鳥項*,烏項,烏項,烏項,ʔɔ̄,ʁʴɔ́ɴ,ʔʴɔ́ɴ
講,項,胡講,胡講,胡講,胡講,ʁɔ̄,qʴɔ́ɴ,ʁʴɔ́ɴ
講,𠈵,武項,武項,武項,武項,muɔ́,ʁʴɔ́ɴ,mʴɔ́ɴ
紙,紙,諸氏,諸氏,諸氏,諸是,cɯʌ̄,ɟiɛ́,ciɛ́
紙,是,氶紙,丞紙,承紙,丞紙,ɟɯ̄ŋ,ciɛ́,ɟiɛ́
紙,靡,文彼,文彼,文彼,文彼,mūn,pʴiɛ́,mʴiɛ́
